Plays and Playwrights 2009,Martin Denton,368,February 2009
Through the Eye of the Deer: An Anthology of Native American Women Writers,Carolyn Dunn,369,September 1999
Asian American Studies: A Reader,Jean Yu-wen Shen Wu,370,May 2000
Latinos in Lotusland: An Anthology of Contemporary Southern California Literature,Daniel A. Olivas,371,April 2008
Daughters Of Decadence,Elaine Showalter,372,August 1993
"American Tradition in Literature : With American Ariel, Vol. 2",George Perkins,373,October 2006
Best American Nonrequired Reading 2005,Dave Eggers,374,October 2005
Sister Nations: Native American Women Writing on Community,Heid E. Erdrich,375,March 2002
Asian-American Literature: A Brief Introduction and Anthology,Shawn Wong,376,January 1997
Black Silk: A Collection of African-American Erotica,Retha Powers,377,February 2002
The Best Plays Theater Yearbook 2007-2008,Jeffrey Eric Jenkins,378,October 2009
"Damage Control: Women on the Therapists, Beauticians, and Trainers Who Navigate Their Bodies",Emma Forrest,379,June 2007
The Prentice Hall Anthology of Latino Literature,Eduardo del Rio,380,August 1901
The Norton Book of American Autobiography,Jay Parini,381,March 1999
New Playwrights: The Best Plays of 2000,D. L. Lepidus,382,January 2003
Xerophilia: Ecocritical Explorations in Southwestern Literature,Tom Lynch,383,December 2008
"The New Anthology of American Poetry: Volume I: Traditions and Revolutions, Beginnings to 1900",Steven Gould Axelrod,384,March 2003
Contemporary U. S. Latino a Literary Criticism,Lyn Di Iorio Sandin,385,October 2007
Brother to Brother: New Writings by Black Gay Men,Essex Hemphill,386,December 2007
"The New World Border: Prophecies, Poems, and Loqueras for the End of the Century",Guillermo Gomez-Pena,387,January 2001
"Literatura Chicana, 1965-1995: An Anthology in Spanish, English, and Calo, Vol. 191",Garland,388,March 1997
So Fey,Steve Berman,389,June 2009
"Imagined Transnationalism: U. S. Latino/A Literature, Culture, and Identity",Kevin Concannon,390,November 2009
Literature and Aging: An Anthology,Martin Kohn,391,February 1993
Salaam. Peace: An Anthology of Middle Eastern-American Drama,Holly Hill,392,January 2010
Plays and Playwrights 2008,Robert Attweiler,393,February 2008
Call and Response: The Riverside Anthology of the African American Literary Tradition CD,Patricia Liggins Hill,394,January 1998
U.S. Latino Literature Today,Gabriela Baeza Ventura,395,August 2004
Death Defying Acts,Woody Allen,396,January 1996
American Studies Anthology,Richard P. Horwitz,397,August 2001
Women Heroes: Six Short Plays from the Women's Project,Julia Miles,398,January 1987
Queer Beats: How the Beats Turned America On to Sex,Regina Marler,399,June 2004
Message to Aztlan: Selected Readings,Rodolfo Gonzales,400,January 2001
The New England Transcendentalists: Life of the Mind and of the Spirit (Perspectives on History Series),Ellen Hansen,401,December 2006
Literature of the American South: A Norton Anthology,William L. Andrews,402,October 1997
The American Puritans: Their Prose and Poetry,Perry Miller,403,May 1982
"Richard Wright: Early Works (Lawd Today!, Uncle Tom's Children, Native Son)",Richard Wright,404,October 1991
The Heath Anthology of American Literature: Volume E: Contemporary Period (1945 to the Present),Paul Lauter,405,January 2005
Best American Magazine Writing 2004,American Society Of Magazine Editors,406,September 2004
Writing Off the Hyphen: New Perspectives on the Literature of the Puerto Rican Diaspora,Jose L. Torres-Padilla,407,April 2008
Ethnic Modernism,Werner Sollors,408,November 2008
Recollections of the Early Republic: Selected Autobiographies,Joyce Appleby,409,January 1997
The Best American Magazine Writing,Clay Felker,410,December 2000
"Blacklegs, Card Sharps, and Confidence Men",Thomas Ruys Smith,411,May 2010
Modern American Prose: Fifteen Writers + 15,John Clifford,412,January 1993
A Beginner's Guide to Critical Reading: An Anthology of Literary Texts,Richard Jacobs,413,April 2001
For a Living: The Poetry of Work,Nicholas Coles,414,March 1995
What's Nature Worth?: Narrative Expressions of Environmental Values,Terre Satterfield,415,March 2004
New Playwrights: The Best Plays of 2001,D. L. Lepidus,416,July 2003
New Playwrights: The Best Plays of 2004,D. L. Lepidus,417,May 2005
More New York Stories: The Best of the City Section of The New York Times,Constance Rosenblum,418,November 2010
Latina,Lillian Castillo-speed,419,August 1995
Word Virus,William S. Burroughs,420,June 2000
American Fantastic Tales: Terror and the Uncanny from the 1940s to Now,Peter Straub,421,October 2009
Christmas in Minnesota,Marilyn Ziebarth,422,November 2005
"Iowa, the Definitive Collection: Classic and Contemporary Readings by Iowans, for Iowans",Zachary Michael Jack,423,June 2009
"Friction, Volume 7: Best Gay Erotic Fiction",Jesse Grant,424,February 2004
A Kentucky Christmas,George Ella Lyon,425,October 2003
The Little Big Book of California,Natasha Tabori Fried,426,April 2005
New Playwrights: The Best Plays of 2005,D. L. Lepidus,427,May 2006
Tenderheaded: A Comb-Bending Collection of Hair Stories,Juliette Harris,428,January 2002
The Classic Hundred Poems: All-Time Favorites,William Harmon,429,December 2007
The Best of Bamboo Ridge,Eric Chock,430,July 1986
Inlandia,Gayle Wattawa,431,October 2006
Literary Savannah,Patrick Allen,432,July 2006
"New Oxford Book of American Verse, Vol. 1",Richard Ellmann,433,October 1976
Caroling Dusk,Countee Cullen,434,January 1993
Literary Fort Worth,Judy Alter,435,May 2002
A River Through Illinois,Daniel V. Overturf,436,April 2008
"Don't Squat With Yer Spurs On! II, Vol. 2",Texas Bix Bender,437,September 1997
The Maine Reader: The Down East Experience from 1614 to the Present,Charles Shain,438,January 1997
Florida Frenzy,Harry E. Crews,439,June 1982
Starting Today: 100 Poems for Obama's First 100 Days,Rachel Zucker,440,April 2010
Chattooga: Descending into the Myth of Deliverance River,John Lane,441,September 2005
All Things Censored [With CD],Mumia Abu-Jamal,442,July 2003
Listen Here: Women Writing in Appalachia,Sandra L. Ballard,443,August 2004
The Flu Season and Other Plays,Will Eno,444,December 2006
Solomon Northup's Twelve Years a Slave: And Plantation Life in the Antebellum South,Solomon Northup,445,January 2007
Bamboo among the Oaks: Contemporary Writing by Hmong Americans,Mai Neng Moua,446,October 2002
Poets of the Civil War,J. D. McClatchy,447,April 2005
The Book of American Negro Poetry,James Weldon Johnson,448,October 1969
"Slave Narratives: James Albert Ukawsaw Gronniosaw, Olaudah Equiano, Nat Turner, Frederick Douglass, William Wells Brown, Henry Bibb, Sojourner Truth, William and Ellen Craft, Harriet A. Jacobs, Jacob D. Green (Library of America)",William L. Andrews,449,January 2000
Denali: A Literary Anthology,Bill Sherwonit,450,October 2000
The Best American Poetry 2005,Paul Muldoon,451,September 2005
"Who's to Say What's Obscene?: Politics, Culture, and Comedy in America Today",Paul Krassner,452,July 2009
Impossible Princess,Kevin Killian,453,November 2009
This Bridge We Call Home: Radical Visions for Transformation,Gloria E. Anzaldua,454,September 2002
Our Own Stories: Readings for Cross-Cultural Communication,Norine Dresser,455,August 1995
Sky Begins at Your Feet,Caryn Mirriam-Goldberg,456,September 2009
Hot Biscuits: Eighteen Stories by Women and Men of the Ranching West,Max Evans,457,July 2002
Santa Fe Nativa: A Collection of Nuevomexicano Writing,Rosalie C. Otero,458,November 2009
Literary Austin,Don Graham,459,April 2007
The Best American Short Plays 2004-2005,Barbara Parisi,460,August 2008
En Otra Voz: Antolog&#237;a de Literatura Hispana de los Estados Unidos,Nicolas Kanellos,461,August 2002
Common Wealth,Marjorie Maddox,462,October 2005
American Satire,Nicholas Bakalar,463,April 1997
"Appalachia inside Out, Vol. 2",Robert J. Higgs,464,November 1995
New Stories from the Southwest,D. Seth Horton,465,December 2007
Writing New England: An Anthology from the Puritans to the Present,Andrew Delbanco,466,October 2001
Crazy Woman Creek: Women Rewrite the American West,Nancy Curtis,467,May 2004
Circle of Women: An Anthology of Contemporary Western Women Writers,Kim Barnes,468,November 2001
The Portable Western Reader,Various,469,July 1997
African-American Literature: A Brief Introduction and Anthology,Al Young,470,January 1997
El Coro,Martin Espada,471,December 1997
"Off Off Broadway Festival Plays, 34th Series",Various,472,February 2010
American Wits: An Anthology of Light Verse,VARIOUS,473,October 2003
Out on the Porch: An Evocation in Words and Pictures,Reynolds Price,474,January 1992
30 Satires,Lewis H. Lapham,475,April 2005
Literary Mama: Reading for the Maternally Inclined,Andrea J. Buchanan,476,January 2006
"In So Many More Words: Arguments and Adventures, Second Edition",Robert Schmuhl,477,September 2010
Georgia Cowboy Poets,David Fillingim,478,March 2010
Decolonial Voices: Chicana and Chicano Cultural Studies in the 21st Century,Arturo J. Aldama,479,March 2002
More Mirth of a Nation: The Best Contemporary Humor,Michael J. Rosen,480,November 2002
New Playwrights: The Best Plays of 2003,D. L. Lepidus,481,November 2005
American Reader,Kathy-jo Wargin,482,September 2006
Every Shut Eye Ain't Asleep; An Anthology of Poetry by African Americans since 1945,Michael S. Harper,483,February 1994
Moment's Notice: Jazz in Poetry and Prose,Art Lange,484,July 1992
Literary Nashville,Patrick Allen,485,November 1999
Screaming Monkeys: Critiques of Asian American Images,M. Evelina Galang,486,July 2003
Imagination And Spirit,J. Brent Bill,487,February 2006
"Writings: The Autobiography of an Ex-Colored Man, Along This Way, Essays and Editorials, Selected Poems",James Weldon Johnson,488,January 2004
Quixotic Fictions of the USA 1792-1815,Sarah Florence Wood,489,January 2006
"Roots of African American Drama: An Anthology of Early Plays, 1858-1938",Leo Hamalian,490,December 1992
The Floating Borderlands: Twenty-Five Years of U.S. Hispanic Literature,Lauro Flores,491,December 1998
Classic Plays from the Negro Ensemble Company,Paul Carter Harrison,492,October 1995
Mississippi Writers: An Anthology,Dorothy Abbott,493,June 1991
Bombshells: War Stories and Poems by Women on the Homefront,Missy Martin,494,January 2007
At Home on the Earth: Becoming Native to Our Place,David Landis Barnhill,495,August 1999
Wines in the Wilderness: Plays by African American Women from the Harlem Renaissance to the Present,Elizabeth Brown-Guillory,496,August 1990
Stand Up Poetry: An Expanded Anthology,Charles Harper Webb,497,January 2002
First Thought Best Thought,Allen Ginsberg,498,August 2004
For She Is the Tree of Life: Grandmothers Through the Eyes of Women Writers,Valerie Kack-Brice,499,May 1996
White Lines: Writers on Cocaine,Geno Zanetti,500,December 2002
